date,return,next_day_return,target_vol_5d,ret_lag1,ret_lag2,ret_lag3,ret_lag4,ret_lag5,vol_5d,vol_10d,vol_20d,skew_20d,price_ma5_gap,price_ma20_gap,range_pct,vol_change,drawdown_5d,drawdown_20d,vix_level,vix_change_1d,vix_change_5d,vix_ma5,vix_above_20,vix_above_25,spy_tlt_corr_20d
2002-08-27,-0.006299741857543552,0.00502086197666946,0.12324453499626079,0.0009307131599469605,0.009826558570278643,-0.008778594797914346,-0.005346040055212469,0.011072732918312607,0.11881184049522907,0.1272925524573235,0.12882727022832435,-0.2720671171467529,-0.0023118229075001664,0.005845357155725279,0.012636442040678438,2.5358860873962836,-0.006279940087641135,-0.015440575083410192,30.11000061035156,0.007360362167799561,0.017573519941945337,29.059999847412108,1,1,-0.41630945337847236
2002-08-28,0.00502086197666946,0.00800190853503709,0.08914557150545845,-0.006299741857543552,0.0009307131599469605,0.009826558570278643,-0.008778594797914346,-0.005346040055212469,0.12278115153465007,0.12875794942460098,0.12385036854591476,-0.26980054081035054,0.002569378117930342,0.008924648612180196,0.008906026581186933,-2.8138526080619686,-0.0012780624624963326,-0.010484807401161677,33.31999969482422,0.10660906739965625,0.180304648782317,30.077999877929688,1,1,-0.44448765139193297
2002-08-29,0.00800190853503709,0.005989323964104535,0.08866570685696443,0.00502086197666946,-0.006299741857543552,0.0009307131599469605,0.009826558570278643,-0.008778594797914346,0.102030502737082,0.12808830720587294,0.1250384807715031,-0.29129572396182074,0.007096673037943405,0.014907794014049432,0.013252469485984315,2.0145346285690433,0.0,-0.0025350330714092486,33.66999816894531,0.010504155982194119,0.21333326734938063,31.26199951171875,1,1,-0.42946584369558405
2002-08-30,0.005989323964104535,0.015256027253777754,0.15778145816047598,0.00800190853503709,0.00502086197666946,-0.006299741857543552,0.0009307131599469605,0.009826558570278643,0.08995326071436899,0.11158760180174412,0.12229346191876683,-0.28064988190648354,0.010372408440999873,0.019074978957830134,0.01756437881152085,-0.5524565099951833,0.0,0.0,32.63999938964844,-0.030590995999722703,0.1132332786282495,31.925999450683594,1,1,-0.39408445933509834
2002-09-03,0.015256027253777754,-0.00022642379342046782,0.15756797309706225,0.005989323964104535,0.00800190853503709,0.00502086197666946,-0.006299741857543552,0.0009307131599469605,0.12324453499626079,0.12917768925337333,0.13100897445421705,-0.20101140085221214,0.020131857350738996,0.03220529659236773,0.026456464109049962,0.26796266832497956,0.0,0.0,39.970001220703125,0.22457113872922885,0.3372366021039668,33.94199981689453,1,1,-0.5059703006023091
2002-09-04,-0.00022642379342046782,0.00543879952352798,0.11010990840473339,0.015256027253777754,0.005989323964104535,0.00800190853503709,0.00502086197666946,-0.006299741857543552,0.08914557150545845,0.1231062430243614,0.12490309273974466,-0.25087876824405475,0.012985279675005217,0.029029278782291033,0.011704708003021785,-0.4317628279788031,-0.00022639816148796113,-0.00022639816148796113,37.439998626708984,-0.06329753607021871,0.24344064655506625,35.407999420166014,1,1,-0.45147894916315734
2002-09-05,0.00543879952352798,-0.011821647020063233,0.11456431750819493,-0.00022642379342046782,0.015256027253777754,0.005989323964104535,0.00800190853503709,0.00502086197666946,0.08866570685696443,0.11569518744905172,0.1252225744655167,-0.31127031251396153,0.011530227895545017,0.031530750986681205,0.032139532472537355,2.280317892669704,0.0,0.0,38.86000061035156,0.03792740480042589,0.16626653560227678,36.51599960327148,1,1,-0.46142654522901927
2002-09-06,-0.011821647020063233,-0.0014872872648267737,0.12439741413975787,0.00543879952352798,-0.00022642379342046782,0.015256027253777754,0.005989323964104535,0.00800190853503709,0.15778145816047598,0.1253549209157901,0.13558464670198997,-0.3173870386907245,-0.003252733312303345,0.016967242996924627,0.025351639659817342,-1.5328653672522168,-0.011752045887580371,-0.011752045887580371,36.33000183105469,-0.06510547451260029,0.07900219206316339,37.04800033569336,1,1,-0.49411911760449245
2002-09-09,-0.0014872872648267737,0.004798697598866888,0.09792589382183992,-0.011821647020063233,0.00543879952352798,-0.00022642379342046782,0.015256027253777754,0.005989323964104535,0.15756797309706225,0.1214433357668477,0.12901533227870907,-0.22573098656383472,-0.0061453800218221515,0.013797489990185497,0.014618034844694507,-0.513209415121267,-0.013220762012092822,-0.013220762012092822,36.45000076293945,0.00330302575933783,0.11672798543309204,37.810000610351565,1,1,-0.5455070317857129
2002-09-10,0.004798697598866888,-0.005256747242096867,0.09112481240317155,-0.0014872872648267737,-0.011821647020063233,0.00543879952352798,-0.00022642379342046782,0.015256027253777754,0.11010990840473339,0.12196929954900626,0.12849606320842244,-0.20788213046584514,-0.0007054169648227065,0.017070811394261656,0.025522917797285268,1.3886781524751668,-0.008474127128028624,-0.008474127128028624,35.08000183105469,-0.037585703791746194,-0.12234173731062037,36.832000732421875,1,1,-0.5191324957991647
2002-09-11,-0.005256747242096867,0.007760298064851299,0.09110059201026577,0.004798697598866888,-0.0014872872648267737,-0.011821647020063233,0.00543879952352798,-0.00022642379342046782,0.11456431750819493,0.11996614230031469,0.12419074359855302,-0.042650710846266475,-0.0042891555528510915,0.011029250599265678,0.014111669522669696,-0.6370144248025986,-0.013672652387986262,-0.013672652387986262,34.810001373291016,-0.007696705919914004,-0.07024565571275898,36.30600128173828,1,1,-0.45170310186199936
2002-09-12,0.007760298064851299,0.009165118465152316,0.06383244516726161,-0.005256747242096867,0.004798697598866888,-0.0014872872648267737,-0.011821647020063233,0.00543879952352798,0.12439741413975787,0.12229785161355321,0.12627792977473237,-0.08594953082357919,0.004682710176033943,0.017984947263101306,0.01705755024536083,-1.4096372940542465,0.0,-0.005988681792042192,37.5,0.07727660214265208,-0.03499744181654196,36.034001159667966,1,1,-0.5852517232919848
2002-09-13,0.009165118465152316,0.001688804659890784,0.060433531878170035,0.007760298064851299,-0.005256747242096867,0.004798697598866888,-0.0014872872648267737,-0.011821647020063233,0.09792589382183992,0.1238013009005893,0.12407027535466086,-0.2946367759451878,0.01088513195683237,0.025501528051629464,0.019172444799949496,1.273610629076134,0.0,0.0,35.81999969482422,-0.044800008138020875,-0.014038043229453456,35.932000732421876,1,1,-0.5270403011639749
2002-09-16,0.001688804659890784,0.0019103581280463776,0.06485395282700936,0.009165118465152316,0.007760298064851299,-0.005256747242096867,0.004798697598866888,-0.0014872872648267737,0.09112481240317155,0.122734113096573,0.11417485125025276,-0.3314884199749851,0.008917481936191376,0.024728829628219515,0.008058956445551175,-0.753610629034102,0.0,0.0,36.7400016784668,0.025684031029612475,0.007956129203217976,35.99000091552735,1,1,-0.579017250798607
2002-09-17,0.0019103581280463776,0.00022358345307131993,0.08552648577106073,0.001688804659890784,0.009165118465152316,0.007760298064851299,-0.005256747242096867,0.004798697598866888,0.09110059201026577,0.10021094424006388,0.11416551456376095,-0.3051736501214731,0.007759704423428905,0.0242419855347362,0.0241307269460839,0.03234783386551934,0.0,0.0,38.0099983215332,0.0345671362288138,0.0835232707395337,36.57600021362305,1,1,-0.6002593073176627
2002-09-18,0.00022358345307131993,0.0067095983923249666,0.08909867573350579,0.0019103581280463776,0.001688804659890784,0.009165118465152316,0.007760298064851299,-0.005256747242096867,0.06383244516726161,0.1000573122035131,0.10961660856160454,-0.20070269327244153,0.0038295212878980004,0.02257873711661832,0.013570535378413916,0.9583639326991558,0.0,0.0,37.52000045776367,-0.012891288750516483,0.07785116281414406,37.11800003051758,1,1,-0.5904278917977622
2002-09-19,0.0067095983923249666,-0.004691939849675368,0.14448598499218235,0.00022358345307131993,0.0019103581280463776,0.001688804659890784,0.009165118465152316,0.007760298064851299,0.060433531878170035,0.10173901042519644,0.10746681338197155,-0.4189114467829123,0.0066191179645918585,0.026942734611873576,0.012730751537327854,-0.5816003463034904,0.0,0.0,40.650001525878906,0.08342220229018071,0.08400004069010425,37.74800033569336,1,1,-0.5724471444760374
2002-09-20,-0.004691939849675368,0.008918579997668133,0.13612069924306122,0.0067095983923249666,0.00022358345307131993,0.0019103581280463776,0.001688804659890784,0.009165118465152316,0.06485395282700936,0.07978242054164013,0.10267976353647142,-0.35876746036131557,0.0007394236708062456,0.019449345373545545,0.011536742380465089,0.03223197551188174,-0.004680949894686483,-0.004680949894686483,38.97999954223633,-0.04108245808009159,0.088218868630217,38.380000305175784,1,1,-0.5410998971632738
2002-09-23,0.008918579997668133,0.006416325798799508,0.14138871897883157,-0.004691939849675368,0.0067095983923249666,0.00022358345307131993,0.0019103581280463776,0.001688804659890784,0.08552648577106073,0.08374956119064862,0.10188520898104066,-0.37094430608678475,0.007063763847724728,0.02590711982866756,0.011682934001113436,0.3631736056085493,0.0,0.0,39.68000030517578,0.017957946925601487,0.08002173359812637,38.96800003051758,1,1,-0.5048733561346876
